search_name,search_query,description,owner,creator,created,modified,is_scheduled,cron_schedule,next_scheduled_time,is_alert,alert_type,alert_condition,app,disabled
AWS Bill - Daily Cost through Last Month by Region - Blended,"| savedsearch ""AWS Bill - Detailed Cost Latest Snapshot"" | search RecordType=LineItem |  timechart span=1day sum(BlendedCost) as TotalCost by AvailabilityZone limit=20",,,,,,0,,,False,always,,,0
AWS Bill - Daily Cost through Last Month by Region - Unblended,"| savedsearch ""AWS Bill - Detailed Cost Latest Snapshot"" | search RecordType=LineItem |  timechart span=1day sum(UnBlendedCost) as TotalCost by AvailabilityZone limit=20",,,,,,0,,,False,always,,,0
AWS Bill - Daily Cost through Last Month by Service - Blended,"| savedsearch ""AWS Bill - Detailed Cost Latest Snapshot"" | search RecordType=LineItem |   timechart span=1day sum(BlendedCost) as TotalCost by ProductName limit=20",,,,,,0,,,False,always,,,0
AWS Bill - Daily Cost through Last Month by Service - Unblended,"| savedsearch ""AWS Bill - Detailed Cost Latest Snapshot"" | search RecordType=LineItem |   timechart span=1day sum(UnBlendedCost) as TotalCost by ProductName limit=20",,,,,,0,,,False,always,,,0
AWS Bill - Monthly Cost,"| savedsearch ""AWS Bill - Monthly Latest Snapshot"" | search RecordType=StatementTotal | timechart span=1mon sum(TotalCost) as TotalCost",,,,,,0,,,False,always,,,0
AWS Bill - Monthly Cost by Linked Account,"| savedsearch ""AWS Bill - Monthly Latest Snapshot"" | search RecordType=AccountTotal | timechart span=1mon sum(TotalCost) by LinkedAccount limit=20",,,,,,0,,,False,always,,,0
AWS Bill - Monthly Cost by Service,"| savedsearch ""AWS Bill - Monthly Latest Snapshot"" | search RecordType=LinkedLineItem  | timechart span=1mon sum(TotalCost) as TotalCost by ProductName limit=20",,,,,,0,,,False,always,,,0
AWS Bill - Monthly Cost through Last Month by Region - Blended,"| savedsearch ""AWS Bill - Detailed Cost Latest Snapshot"" | search RecordType=LineItem |  timechart span=1mon sum(BlendedCost) as TotalCost by AvailabilityZone limit=20",,,,,,0,,,False,always,,,0
AWS Bill - Monthly Cost through Last Month by Region - Unblended,"| savedsearch ""AWS Bill - Detailed Cost Latest Snapshot"" | search RecordType=LineItem |  timechart span=1mon sum(UnBlendedCost) as TotalCost by AvailabilityZone limit=20",,,,,,0,,,False,always,,,0
AWS Bill - Total Cost through Last Month by Region - Blended,"| savedsearch ""AWS Bill - Detailed Cost Latest Snapshot"" | search RecordType=LineItem |  stats sum(BlendedCost) as TotalCost by AvailabilityZone",,,,,,0,,,False,always,,,0
AWS Bill - Total Cost through Last Month by Region - Unblended,"| savedsearch ""AWS Bill - Detailed Cost Latest Snapshot"" | search RecordType=LineItem |  stats sum(UnBlendedCost) as TotalCost by AvailabilityZone",,,,,,0,,,False,always,,,0
AWS Bill - Total Cost until Now,"| savedsearch ""AWS Bill - Monthly Latest Snapshot"" | search RecordType=StatementTotal | stats sum(TotalCost) as TotalCost, first(CurrencyCode) as CurrencyCode",,,,,,0,,,False,always,,,0
AWS Bill - Total Cost until Now by Linked Account,"| savedsearch ""AWS Bill - Monthly Latest Snapshot"" | search RecordType=AccountTotal  | stats sum(TotalCost) as TotalCost, first(CurrencyCode) as CurrencyCode by LinkedAccount",,,,,,0,,,False,always,,,0
AWS Bill - Total Cost until Now by Service,"| savedsearch ""AWS Bill - Monthly Latest Snapshot"" | search RecordType=LinkedLineItem | stats sum(TotalCost) as TotalCost, first(CurrencyCode) as CurrencyCode by ProductName",,,,,,0,,,False,always,,,0
AWS Bill - Total Daytime Cost through Last Month - Blended,"| savedsearch ""AWS Bill - Detailed Cost Latest Snapshot"" | search RecordType=LineItem |  eval date_hour=strftime(_time, ""%H"") | search (date_hour>=7 AND date_hour<=17) | stats sum(BlendedCost) as TotalCost",,,,,,0,,,False,always,,,0
AWS Bill - Total Daytime Cost through Last Month - Unblended,"| savedsearch ""AWS Bill - Detailed Cost Latest Snapshot"" | search RecordType=LineItem |  eval date_hour=strftime(_time, ""%H"") | search (date_hour>=7 AND date_hour<=17) | stats sum(UnBlendedCost) as TotalCost",,,,,,0,,,False,always,,,0
AWS Bill - Total Nighttime Cost through Last Month - Blended,"| savedsearch ""AWS Bill - Detailed Cost Latest Snapshot"" | search RecordType=LineItem |  eval date_hour=strftime(_time, ""%H"") | search (date_hour < 7 OR date_hour > 17) | stats sum(BlendedCost) as TotalCost",,,,,,0,,,False,always,,,0
AWS Bill - Total Nighttime Cost through Last Month - Unblended,"| savedsearch ""AWS Bill - Detailed Cost Latest Snapshot"" | search RecordType=LineItem |  eval date_hour=strftime(_time, ""%H"") | search (date_hour < 7 OR date_hour > 17) | stats sum(UnBlendedCost) as TotalCost",,,,,,0,,,False,always,,,0
Bucket Merge Retrieve Conf Settings,"| rest services/data/indexes datatype=all 
| search disabled!=1 AND bucketMerging=1 
| dedup title 
| fields title bucketMerging bucketMerge.minMergeSizeMB bucketMerge.maxMergeSizeMB bucketMerge.maxMergeTimeSpanSecs bucketMerge.minMergeCount bucketMerge.maxMergeCount",,,,,,0,,,False,always,,,0
CIM - Data Model Acceleration Details,"| `datamodel(""Splunk_Audit"", ""Datamodel_Acceleration"")` | `drop_dm_object_name(""Datamodel_Acceleration"")` | eval size(MB)=round(size/1048576,1) | eval retention(days)=retention/86400 | eval complete(%)=round(complete*100,1) | sort 100 + datamodel | fieldformat earliest=strftime(earliest, ""%m/%d/%Y %H:%M:%S"") | fieldformat latest=strftime(latest, ""%m/%d/%Y %H:%M:%S"") | fields datamodel,app,cron,retention(days),earliest,latest,is_inprogress,complete(%),size(MB),last_error",,,,,,0,,,False,always,,,0
CIM - Top Data Model Accelerations By Size,"| `datamodel(""Splunk_Audit"", ""Datamodel_Acceleration"")` | `drop_dm_object_name(""Datamodel_Acceleration"")` | eval size(MB)=size/1048576 | sort 100 - size | table datamodel,size(MB)",,,,,,0,,,False,always,,,0
CIM - Vendor Product Tracker - Lookup Gen,"| tstats prestats=true summariesonly=true min(_time),max(_time) from datamodel=Malware.Malware_Attacks by Malware_Attacks.vendor_product | `drop_dm_object_name(""Malware_Attacks"")` | eval model=""Malware"" | tstats prestats=true summariesonly=true append=true min(_time),max(_time) from datamodel=Network_Traffic.All_Traffic by All_Traffic.vendor_product | `drop_dm_object_name(""All_Traffic"")` | eval model=if(isnull(model),""Network_Traffic"",model) | tstats prestats=true summariesonly=true append=true min(_time),max(_time) from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.vendor_product | `drop_dm_object_name(""IDS_Attacks"")` | eval model=if(isnull(model),""Intrusion_Detection"",model) | tstats prestats=true summariesonly=true append=true min(_time),max(_time) from datamodel=Vulnerabilities.Vulnerabilities by Vulnerabilities.vendor_product | `drop_dm_object_name(""Vulnerabilities"")` | eval model=if(isnull(model),""Vulnerabilities"",model) | stats min(_time) as firstTime,max(_time) as lastTime by vendor_product,model | inputlookup append=true cim_vendor_product_tracker | stats min(firstTime) as firstTime,max(lastTime) as lastTime by vendor_product,model | outputlookup override_if_empty=false cim_vendor_product_tracker | stats count",Maintains a list of vendor_product values and the first and last time they have been seen,,,,,0,"5,20,35,50 * * * *",,False,always,,,0
Cortex XDR - Create Notable Events,"| search sourcetype=""pan:xdr_incident"" | stats dc(incident_id) by _raw |  sendalert notable",,,,,,1,* * * * *,,False,always,,,1
crowdstrike_ta_build_appinfo_resolution_table,"| tstats latest(CompanyName) as CompanyName, latest(FileDescription) as FileDescription, latest(FileName) as FileName, latest(FileVersion) as FileVersion, latest(ProductName) as ProductName, latest(ProductVersion) as ProductVersion,  latest(detectionCount) as detectionCount 
where `crowdstrike_ta_appinfo_index` sourcetype=""crowdstrike:inventory:appinfo"" by SHA256HashData 
| outputlookup crowdstrike_ta_build_appinfo_resolution_lookup override_if_empty=false","""Collects information to resolve event file SHA256HashData into application/file information""",,,,,1,*/11 * * * *,,False,always,,,0
crowdstrike_ta_build_host_resolution_table,"| tstats latest(AgentLocalTime) as AgentLocalTime latest(Time) as Time, latest(Timezone) as Timezone, latest(ComputerName) as ComputerName, latest(MachineDomain) as MachineDomain, latest(OU) as OU, latest(Version) as Version, latest(City) as City latest(Country) as Country latest(Continent) as Continent latest(SystemProductName) as SystemProductName latest(SiteName) as SiteName latest(event_platform) as event_platform 
where `crowdstrike_ta_aidmaster_index` sourcetype=""crowdstrike:inventory:aidmaster"" by aid 
| eval AgentLocalTime = if(AgentLocalTime = ""none"", null(), AgentLocalTime) 
| eval MachineDomain = if(MachineDomain = ""none"", null(), MachineDomain) 
| eval OU = if(OU = ""none"", null(), OU) 
| eval SiteName = if(SiteName = ""none"", null(), SiteName) 
| eval ComputerName = if(ComputerName = ""none"", null(), ComputerName) 
| eval City = if(City = ""none"", null(), City) 
| eval SystemProductName = if(SystemProductName = ""none"", null(), SystemProductName) 
| outputlookup crowdstrike_ta_host_resolution_lookup override_if_empty=false","""Collects information to resolve event agent id into agent host information""",,,,,1,*/11 * * * *,,False,always,,,0
crowdstrike_ta_build_mac_ip_resolution_table,"| tstats latest(GatewayIP) as GatewayIP, latest(GatewayMAC) as GatewayMAC, latest(LocalAddressIP4) as LocalAddressIP4, latest(MAC) as MAC 
where `crowdstrike_ta_managedassets_index` sourcetype=""crowdstrike:inventory:managedassets"" by aid 
| outputlookup crowdstrike_ta_build_mac_ip_resolution_lookup override_if_empty=false","""Collects information to resolve event agent id into agent host MAC and local ip address information""",,,,,1,*/11 * * * *,,False,always,,,0
crowdstrike_ta_build_userinfo_resolution_table,"| tstats latest(AccountType) as AccountType, latest(LastLoggedOnHost) as LastLoggedOnHost, latest(LocalAdminAccess) as LocalAdminAccess, latest(LogonInfo) as LogonInfo, latest(LogonTime) as LogonTime, latest(LogonType) as LogonType, latest(PasswordLastSet) as PasswordLastSet, latest(User) as User, latest(UserIsAdmin) as UserIsAdmin, latest(UserLogonFlags_decimal) as UserLogonFlags, latest(UserName) as UserName, latest(event_platform) as event_platform, latest(monthsincereset) as monthsincereset 
where `crowdstrike_ta_userinfo_index` sourcetype=""crowdstrike:inventory:userinfo"" by UserSid_readable | rename  UserSid_readable as UserSid 
| outputlookup crowdstrike_ta_build_userinfo_resolution_lookup override_if_empty=false","""Collects information to resolve event user sid into user information""",,,,,1,*/11 * * * *,,False,always,,,0
crowdstrike_ta_merge_host_mac_ip_resolution_tables,"| inputlookup crowdstrike_ta_host_resolution_lookup 
| inputlookup crowdstrike_ta_build_mac_ip_resolution_lookup append=t 
| stats values(AgentLocalTime) AS AgentLocalTime values(City) AS City values(ComputerName) AS ComputerName values(Continent) AS Continent values(Country) AS Country values(MachineDomain) AS MachineDomain values(OU) AS OU values(SiteName) AS SiteName values(SystemProductName) AS SystemProductName values(Time) AS Time values(Timezone) AS Timezone values(Version) AS Version values(event_platform) AS event_platform values(GatewayIP) AS GatewayIP values(GatewayMAC) AS GatewayMAC values(LocalAddressIP4) AS LocalAddressIP4 values(MAC) AS MAC by aid 
| table aid AgentLocalTime City ComputerName Continent Country MachineDomain OU	SiteName SystemProductName Time Timezone Version event_platform	GatewayIP GatewayMAC LocalAddressIP4 MAC 
| outputlookup crowdstrike_ta_combined_host_resolution_lookup override_if_empty=false","""Combines host resolution information from host information and mac & ip data into a single resolution table""",,,,,1,*/3 * * * *,,False,always,,,0
Errors in the last 24 hours,error OR failed OR severe OR ( sourcetype=access_* ( 404 OR 500 OR 503 ) ),,,,,,0,,,False,always,,,0
Errors in the last hour,error OR failed OR severe OR ( sourcetype=access_* ( 404 OR 500 OR 503 ) ),,,,,,0,,,False,always,,,0
ESCU - 3CX Supply Chain Attack Network Indicators - Rule,| tstats `security_content_summariesonly` min(_time) as firstTime from datamodel=Network_Resolution by DNS.answer DNS.answer_count DNS.query DNS.query_count DNS.reply_code_id DNS.src DNS.vendor_product | `drop_dm_object_name(DNS)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | lookup 3cx_ioc_domains domain as query OUTPUT Description isIOC | search isIOC=true | `3cx_supply_chain_attack_network_indicators_filter`,"**WARNING**, this Detection is marked **EXPERIMENTAL** by the Splunk Threat Research Team. This means that the Detection has been manually tested but we do not have the associated attack data to perform automated testing or cannot share this attack dataset due to its sensitive nature. If you have any questions feel free to email us at: research@splunk.com. The following analytic identifies DNS queries to domains associated with the 3CX supply chain attack. It leverages the Network_Resolution datamodel to detect these suspicious domain indicators. This activity is significant because it can indicate a potential compromise stemming from the 3CX supply chain attack, which is known for distributing malicious software through trusted updates. If confirmed malicious, this activity could allow attackers to establish a foothold in the network, exfiltrate sensitive data, or further propagate malware, leading to extensive damage and data breaches.",,,,,1,0 * * * *,,False,number of events,,,1
ESCU - 7zip CommandLine To SMB Share Path - Rule,"| tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where (Processes.process_name =""7z.exe"" OR Processes.process_name = ""7za.exe"" OR Processes.process_name = ""7zr.exe"" OR Processes.original_file_name = ""7z.exe"" OR Processes.original_file_name =  ""7za.exe"" OR Processes.original_file_name =  ""7zr.exe"") AND (Processes.process=""*\\C$\\*"" OR Processes.process=""*\\Admin$\\*"" OR Processes.process=""*\\IPC$\\*"") by Processes.action Processes.dest Processes.original_file_name Processes.parent_process Processes.parent_process_exec Processes.parent_process_guid Processes.parent_process_id Processes.parent_process_name Processes.parent_process_path Processes.process Processes.process_exec Processes.process_guid Processes.process_hash Processes.process_id Processes.process_integrity_level Processes.process_name Processes.process_path Processes.user Processes.user_id Processes.vendor_product | `drop_dm_object_name(Processes)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `7zip_commandline_to_smb_share_path_filter`","The following analytic detects the execution of 7z or 7za processes with command lines pointing to SMB network shares. It leverages data from Endpoint Detection and Response (EDR) agents, focusing on process names and command-line arguments. This activity is significant as it may indicate an attempt to archive and exfiltrate sensitive files to a network share, a technique observed in CONTI LEAK tools. If confirmed malicious, this behavior could lead to data exfiltration, compromising sensitive information and potentially aiding further attacks.",,,,,1,0 * * * *,,False,number of events,,,1
ESCU - Abnormally High Number Of Cloud Infrastructure API Calls - Rule,"| tstats count as api_calls values(All_Changes.command) as command from datamodel=Change where All_Changes.user!=unknown All_Changes.status=success by All_Changes.user _time span=1h | `drop_dm_object_name(""All_Changes"")` | eval HourOfDay=strftime(_time, ""%H"") | eval HourOfDay=floor(HourOfDay/4)*4 | eval DayOfWeek=strftime(_time, ""%w"") | eval isWeekend=if(DayOfWeek >= 1 AND DayOfWeek <= 5, 0, 1) | join user HourOfDay isWeekend [ summary cloud_excessive_api_calls_v1] | where cardinality >=16 | apply cloud_excessive_api_calls_v1 threshold=0.005 | rename ""IsOutlier(api_calls)"" as isOutlier | where isOutlier=1 | eval expected_upper_threshold = mvindex(split(mvindex(BoundaryRanges, -1), "":""), 0) | where api_calls > expected_upper_threshold | eval distance_from_threshold = api_calls - expected_upper_threshold | table _time, user, command, api_calls, expected_upper_threshold, distance_from_threshold | `abnormally_high_number_of_cloud_infrastructure_api_calls_filter`","**WARNING**, this Detection is marked **EXPERIMENTAL** by the Splunk Threat Research Team. This means that the Detection has been manually tested but we do not have the associated attack data to perform automated testing or cannot share this attack dataset due to its sensitive nature. If you have any questions feel free to email us at: research@splunk.com. The following analytic detects a spike in the number of API calls made to your cloud infrastructure by a user. It leverages cloud infrastructure logs and compares the current API call volume against a baseline probability density function to identify anomalies. This activity is significant because an unusual increase in API calls can indicate potential misuse or compromise of cloud resources. If confirmed malicious, this could lead to unauthorized access, data exfiltration, or disruption of cloud services, posing a significant risk to the organization's cloud environment.",,,,,1,0 * * * *,,False,number of events,,,1
ESCU - Abnormally High Number Of Cloud Instances Destroyed - Rule,"| tstats count as instances_destroyed values(All_Changes.object_id) as object_id from datamodel=Change where All_Changes.action=deleted AND All_Changes.status=success AND All_Changes.object_category=instance by All_Changes.user _time span=1h | `drop_dm_object_name(""All_Changes"")` | eval HourOfDay=strftime(_time, ""%H"") | eval HourOfDay=floor(HourOfDay/4)*4 | eval DayOfWeek=strftime(_time, ""%w"") | eval isWeekend=if(DayOfWeek >= 1 AND DayOfWeek <= 5, 0, 1) | join HourOfDay isWeekend [summary cloud_excessive_instances_destroyed_v1] | where cardinality >=16 | apply cloud_excessive_instances_destroyed_v1 threshold=0.005 | rename ""IsOutlier(instances_destroyed)"" as isOutlier | where isOutlier=1 | eval expected_upper_threshold = mvindex(split(mvindex(BoundaryRanges, -1), "":""), 0) | eval distance_from_threshold = instances_destroyed - expected_upper_threshold | table _time, user, instances_destroyed, expected_upper_threshold, distance_from_threshold, object_id | `abnormally_high_number_of_cloud_instances_destroyed_filter`","**WARNING**, this Detection is marked **EXPERIMENTAL** by the Splunk Threat Research Team. This means that the Detection has been manually tested but we do not have the associated attack data to perform automated testing or cannot share this attack dataset due to its sensitive nature. If you have any questions feel free to email us at: research@splunk.com. The following analytic identifies an abnormally high number of cloud instances being destroyed within a 4-hour period. It leverages cloud infrastructure logs and applies a probability density model to detect outliers. This activity is significant for a SOC because a sudden spike in destroyed instances could indicate malicious activity, such as an insider threat or a compromised account attempting to disrupt services. If confirmed malicious, this could lead to significant operational disruptions, data loss, and potential financial impact due to the destruction of critical cloud resources.",,,,,1,0 * * * *,,False,number of events,,,1
ESCU - Abnormally High Number Of Cloud Instances Launched - Rule,"| tstats count as instances_launched values(All_Changes.object_id) as object_id from datamodel=Change where (All_Changes.action=created) AND All_Changes.status=success AND All_Changes.object_category=instance by All_Changes.user _time span=1h | `drop_dm_object_name(""All_Changes"")` | eval HourOfDay=strftime(_time, ""%H"") | eval HourOfDay=floor(HourOfDay/4)*4 | eval DayOfWeek=strftime(_time, ""%w"") | eval isWeekend=if(DayOfWeek >= 1 AND DayOfWeek <= 5, 0, 1) | join HourOfDay isWeekend [summary cloud_excessive_instances_created_v1] | where cardinality >=16 | apply cloud_excessive_instances_created_v1 threshold=0.005 | rename ""IsOutlier(instances_launched)"" as isOutlier | where isOutlier=1 | eval expected_upper_threshold = mvindex(split(mvindex(BoundaryRanges, -1), "":""), 0) | eval distance_from_threshold = instances_launched - expected_upper_threshold | table _time, user, instances_launched, expected_upper_threshold, distance_from_threshold, object_id | `abnormally_high_number_of_cloud_instances_launched_filter`","**WARNING**, this Detection is marked **EXPERIMENTAL** by the Splunk Threat Research Team. This means that the Detection has been manually tested but we do not have the associated attack data to perform automated testing or cannot share this attack dataset due to its sensitive nature. If you have any questions feel free to email us at: research@splunk.com. The following analytic detects an abnormally high number of cloud instances launched within a 4-hour period. It leverages cloud infrastructure logs and applies a probability density model to identify outliers based on historical data. This activity is significant for a SOC because a sudden spike in instance creation could indicate unauthorized access or misuse of cloud resources. If confirmed malicious, this behavior could lead to resource exhaustion, increased costs, or provide attackers with additional compute resources to further their objectives.",,,,,1,0 * * * *,,False,number of events,,,1
ESCU - Abnormally High Number Of Cloud Security Group API Calls - Rule,"| tstats count as security_group_api_calls values(All_Changes.command) as command from datamodel=Change where All_Changes.object_category=firewall AND All_Changes.status=success by All_Changes.user _time span=1h | `drop_dm_object_name(""All_Changes"")` | eval HourOfDay=strftime(_time, ""%H"") | eval HourOfDay=floor(HourOfDay/4)*4 | eval DayOfWeek=strftime(_time, ""%w"") | eval isWeekend=if(DayOfWeek >= 1 AND DayOfWeek <= 5, 0, 1) | join user HourOfDay isWeekend [ summary cloud_excessive_security_group_api_calls_v1] | where cardinality >=16 | apply cloud_excessive_security_group_api_calls_v1 threshold=0.005 | rename ""IsOutlier(security_group_api_calls)"" as isOutlier | where isOutlier=1 | eval expected_upper_threshold = mvindex(split(mvindex(BoundaryRanges, -1), "":""), 0) | where security_group_api_calls > expected_upper_threshold | eval distance_from_threshold = security_group_api_calls - expected_upper_threshold | table _time, user, command, security_group_api_calls, expected_upper_threshold, distance_from_threshold | `abnormally_high_number_of_cloud_security_group_api_calls_filter`","**WARNING**, this Detection is marked **EXPERIMENTAL** by the Splunk Threat Research Team. This means that the Detection has been manually tested but we do not have the associated attack data to perform automated testing or cannot share this attack dataset due to its sensitive nature. If you have any questions feel free to email us at: research@splunk.com. The following analytic detects a spike in the number of API calls made to cloud security groups by a user. It leverages data from the Change data model, focusing on successful firewall-related changes. This activity is significant because an abnormal increase in security group API calls can indicate potential malicious activity, such as unauthorized access or configuration changes. If confirmed malicious, this could allow an attacker to manipulate security group settings, potentially exposing sensitive resources or disrupting network security controls.",,,,,1,0 * * * *,,False,number of events,,,1
ESCU - Access LSASS Memory for Dump Creation - Rule,`sysmon` EventCode=10 TargetImage=*lsass.exe CallTrace=*dbgcore.dll* OR CallTrace=*dbghelp.dll* | stats count min(_time) as firstTime max(_time) as lastTime by CallTrace EventID GrantedAccess Guid Opcode ProcessID SecurityID SourceImage SourceProcessGUID SourceProcessId TargetImage TargetProcessGUID TargetProcessId UserID dest granted_access parent_process_exec parent_process_guid parent_process_id parent_process_name parent_process_path process_exec process_guid process_id process_name process_path signature signature_id user_id vendor_product | `security_content_ctime(firstTime)` |`security_content_ctime(lastTime)` | `access_lsass_memory_for_dump_creation_filter`,"The following analytic detects attempts to dump the LSASS process memory, a common technique in credential dumping attacks. It leverages Sysmon logs, specifically EventCode 10, to identify suspicious call traces to dbgcore.dll and dbghelp.dll associated with lsass.exe. This activity is significant as it often precedes the theft of sensitive login credentials, posing a high risk of unauthorized access to systems and data. If confirmed malicious, attackers could gain access to critical credentials, enabling further compromise and lateral movement within the network.",,,,,1,0 * * * *,,False,number of events,,,1
ESCU - Access to Vulnerable Ivanti Connect Secure Bookmark Endpoint - Rule,"| tstats count min(_time) as firstTime max(_time) as lastTime from datamodel=Web where Web.url=""*/api/v1/configuration/users/user-roles/user-role/rest-userrole1/web/web-bookmarks/bookmark*"" Web.http_method=GET Web.status=403 by Web.src, Web.dest, Web.http_user_agent, Web.status, Web.url source | `drop_dm_object_name(""Web"")` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | `access_to_vulnerable_ivanti_connect_secure_bookmark_endpoint_filter`","The following analytic identifies access to the /api/v1/configuration/users/user-roles/user-role/rest-userrole1/web/web-bookmarks/bookmark endpoint, which is associated with CVE-2023-46805 and CVE-2024-21887 vulnerabilities. It detects this activity by monitoring for GET requests that receive a 403 Forbidden response with an empty body. This behavior is significant as it indicates potential exploitation attempts against Ivanti Connect Secure systems. If confirmed malicious, attackers could exploit these vulnerabilities to gain unauthorized access or control over the affected systems, leading to potential data breaches or system compromise.",,,,,1,0 * * * *,,False,number of events,,,1
ESCU - Active Directory Lateral Movement Identified - Rule,"| tstats `security_content_summariesonly` min(_time) as firstTime max(_time) as lastTime sum(All_Risk.calculated_risk_score) as risk_score, count(All_Risk.calculated_risk_score) as risk_event_count, values(All_Risk.annotations.mitre_attack.mitre_tactic_id) as annotations.mitre_attack.mitre_tactic_id, dc(All_Risk.annotations.mitre_attack.mitre_tactic_id) as mitre_tactic_id_count, values(All_Risk.annotations.mitre_attack.mitre_technique_id) as annotations.mitre_attack.mitre_technique_id, dc(All_Risk.annotations.mitre_attack.mitre_technique_id) as mitre_technique_id_count, values(All_Risk.tag) as tag, values(source) as source, dc(source) as source_count from datamodel=Risk.All_Risk where All_Risk.analyticstories=""Active Directory Lateral Movement"" All_Risk.risk_object_type=""system"" by All_Risk.risk_object All_Risk.risk_object_type All_Risk.annotations.mitre_attack.mitre_tactic | `drop_dm_object_name(All_Risk)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | where source_count >= 4 | `active_directory_lateral_movement_identified_filter`","The following analytic identifies potential lateral movement activities within an organization's Active Directory (AD) environment. It detects this activity by correlating multiple analytics from the Active Directory Lateral Movement analytic story within a specified time frame. This is significant for a SOC as lateral movement is a common tactic used by attackers to expand their access within a network, posing a substantial risk. If confirmed malicious, this activity could allow attackers to escalate privileges, access sensitive information, and persist within the environment, leading to severe security breaches.",,,,,1,0 * * * *,,False,number of events,,,1
ESCU - Active Directory Privilege Escalation Identified - Rule,"| tstats `security_content_summariesonly` min(_time) as firstTime max(_time) as lastTime sum(All_Risk.calculated_risk_score) as risk_score, count(All_Risk.calculated_risk_score) as risk_event_count, values(All_Risk.annotations.mitre_attack.mitre_tactic_id) as annotations.mitre_attack.mitre_tactic_id, dc(All_Risk.annotations.mitre_attack.mitre_tactic_id) as mitre_tactic_id_count, values(All_Risk.annotations.mitre_attack.mitre_technique_id) as annotations.mitre_attack.mitre_technique_id, dc(All_Risk.annotations.mitre_attack.mitre_technique_id) as mitre_technique_id_count, values(All_Risk.tag) as tag, values(source) as source, dc(source) as source_count from datamodel=Risk.All_Risk where All_Risk.analyticstories=""Active Directory Privilege Escalation"" All_Risk.risk_object_type=""system"" by All_Risk.risk_object All_Risk.risk_object_type All_Risk.annotations.mitre_attack.mitre_tactic | `drop_dm_object_name(All_Risk)` | `security_content_ctime(firstTime)` | `security_content_ctime(lastTime)` | where source_count >= 4 | `active_directory_privilege_escalation_identified_filter`","The following analytic identifies potential privilege escalation activities within an organization's Active Directory (AD) environment. It detects this activity by correlating multiple analytics from the Active Directory Privilege Escalation analytic story within a specified time frame. This is significant for a SOC as it helps identify coordinated attempts to gain elevated privileges, which could indicate a serious security threat. If confirmed malicious, this activity could allow attackers to gain unauthorized access to sensitive systems and data, leading to potential data breaches and further compromise of the network.",,,,,1,0 * * * *,,False,number of events,,,1
